	galaxia1	galaxiaC1
7766	2807182	2807187
7767	2807186	19341
7768	2807187	19341
7769	2807204	36361
7770	2809279	61696
7771	2816074	2376061
7772	2816084	50728
7773	2816456	16875
7774	2816473	16994
7775	2816547	19701
7776	2816665	27670
7777	2816694	29045
7778	2816824	41393
7779	2816854	1013976
7780	2816855	44891
7781	2817181	91667
7782	2817276	66566
7783	3075108	3075115
7784	3075115	3075108
7785	3075152	3075115
7786	3077977	2793329
7787	3077996	57656
7788	3078214	57928
7789	3080241	3429
7790	3080368	9172
7791	3080646	5065933
7792	3081116	18030
7793	3081210	18641
7794	3081514	25155
7795	3081675	28995
7796	3081686	4076004
7797	3081689	29290
7798	3081755	31020
7799	3081757	31161
7800	3081769	31646
7801	3081830	33962
7802	3081839	34266
7803	3081895	36725
7804	3081985	40544
7805	3081995	39787
7806	3082035	42334
7807	3082051	42793
7808	3082053	42022
7809	3082072	43744
7810	3082086	43573
7811	3082128	45149
7812	3082141	934104
7813	3082152	46682
7814	3082153	46056
7815	3082154	542863
7816	3082690	1146040
7817	3082691	58798
7818	3085827	40378
7819	3086928	36752
7820	3087595	101536
7821	3091021	55744
7822	3091260	3998447
7823	3091427	27212
7824	3091794	8207
7825	3092484	24890
7826	3093305	4614974
7827	3093306	14037
7828	3093541	27309
7829	3093553	170120
7830	3093874	1218
7831	3093997	24774
7832	3094196	874029
7833	3094214	3749659
7834	3094231	37562
7835	3094260	64607
7836	3094306	72350
7837	3094350	24840
7838	3094365	139476
7839	3094380	43324
7840	3094469	12754
7841	3094742	24370
7842	3094759	46351
7843	3096295	170306
7844	3097122	15147
7845	3097142	3097156
7846	3097156	3097142
7847	3097166	19945
7848	3097168	4076537
7849	3097172	78886
7850	3097185	3097230
7851	3097194	62529
7852	3097195	3097198
7853	3097198	3097195
7854	3097220	3099128
7855	3097230	3097185
7856	3097669	32495
7857	3097690	65001
7858	3097918	853722
7859	3097920	3778679
7860	3098429	30814
7861	3098456	179437
7862	3098650	20904
7863	3098867	32877
7864	3099128	3097220
7865	3099199	30716
7866	3099202	31173
7867	3103775	66559
7868	3119319	53862
7869	3125556	52092
7870	3138199	59146
7871	3186561	68644
7872	3211129	751607
7873	3236020	198231
7874	3244570	197925
7875	3252680	198014
7876	3270246	1126897
7877	3277044	50670
7878	3314453	135136
7879	3350778	53683
7880	3355297	26556
7881	3366239	60568
7882	3383051	34787
7883	3383284	3383051
7884	3383292	2643061
7885	3394423	39801
7886	3394489	1294753
7887	3404821	35376
7888	3440465	55833
7889	3440599	34649
7890	3441922	45136
7891	3442025	903751
7892	3442027	46626
7893	3442287	62963
7894	3442482	26609
7895	3442514	179821
7896	3442769	64153
7897	3483348	48815
7898	3484941	2494825
7899	3515734	35678
7900	3515857	34341
7901	3516522	53391
7902	3519047	4540
7903	3529815	3529827
7904	3529827	26649
7905	3529846	26643
7906	3529883	26695
7907	3530471	3530521
7908	3530521	3530471
7909	3530650	27159
7910	3531206	1365365
7911	3534011	29747
7912	3543366	35249
7913	3545711	36669
7914	3557361	2171375
7915	3557664	49479
7916	3559973	2078376
7917	3571265	58523
7918	3599430	1075005
7919	3602093	2841
7920	3642507	10229
7921	3652002	11658
7922	3669554	14117
7923	3670796	14255
7924	3674198	14620
7925	3689848	16241
7926	3696338	17015
7927	3700089	17042
7928	3700102	17463
7929	3700437	17433
7930	3702322	18835
7931	3703607	17804
7932	3704923	18213
7933	3742351	26806
7934	3743904	27184
7935	3749659	3094214
7936	3749746	28950
7937	3750242	28829
7938	3750482	29021
7939	3751745	29527
7940	3752905	800429
7941	3753227	30043
7942	3754464	30211
7943	3756672	31039
7944	3756723	742765
7945	3757197	31182
7946	3757238	31148
7947	3757810	31363
7948	3758142	31909
7949	3759007	31493
7950	3759788	31730
7951	3760919	625548
7952	3763370	651653
7953	3765456	35265
7954	3766115	33667
7955	3766824	33824
7956	3767698	34513
7957	3771782	35352
7958	3775209	36274
7959	3778679	37422
7960	3779600	37220
7961	3784087	38841
7962	3786943	40055
7963	3790501	41131
7964	3793508	42460
7965	3794599	42715
7966	3795632	42715
7967	3796161	42922
7968	3797960	43916
7969	3800752	86688
7970	3802227	45242
7971	3803344	45667
7972	3804815	3441922
7973	3806085	46456
7974	3806285	46531
7975	3807335	3807350
7976	3807350	3807335
7977	3809339	46828
7978	3810477	47948
7979	3815956	49465
7980	3836648	53336
7981	3838243	53755
7982	3842249	54324
7983	3843823	54644
7984	3850707	55665
7985	3861960	57586
7986	3893721	165749
7987	3898022	61906
7988	3899024	3905068
7989	3902815	62600
7990	3905049	62871
7991	3905068	64648
7992	3905669	62964
7993	3905865	62897
7994	3907935	63240
7995	3911464	3911466
7996	3911466	3911464
7997	3913958	64345
7998	3916216	64521
7999	3916735	64094
8000	3917583	64102
8001	3918606	488672
8002	3918975	963409
8003	3919215	64711
8004	3924376	64624
8005	3976059	5764
8006	3994639	2807067
8007	3994648	86068
8008	3994923	50676
8009	3995203	3543366
8010	3995978	24470
8011	3997532	25956
8012	3998030	26953
8013	3998444	3998447
8014	3998447	3998484
8015	3998484	3998447
8016	3998512	28085
8017	3998794	82553
8018	3999702	31435
8019	4001590	4011206
8020	4001653	38916
8021	4002239	39460
8022	4003267	45883
8023	4003344	1404628
8024	4004996	52574
8025	4005959	55694
8026	4006040	2584607
8027	4010192	3530521
8028	4011206	36704
8029	4011416	38508
8030	4012164	2184997
8031	4014945	24884
8032	4015149	26465
8033	4074672	33571
8034	4074703	37995
8035	4074750	2176295
8036	4074783	54851
8037	4074792	1460544
8038	4074950	24374
8039	4075067	35731
8040	4075665	72597
8041	4075666	27309
8042	4075672	50246
8043	4075681	45611
8044	4075761	96428
8045	4075828	25943
8046	4075867	26157
8047	4075944	26682
8048	4075975	28915
8049	4076004	3081686
8050	4076021	29727
8051	4076035	154630
8052	4076043	29993
8053	4076066	30522
8054	4076185	36240
8055	4076223	42806
8056	4076226	43271
8057	4076398	19054
8058	4076491	19558
8059	4076537	3097168
8060	4076691	24236
8061	4077289	59497
8062	4077672	165749
8063	4078248	62529
8064	4078339	63536
8065	4078617	39372
8066	4078630	17702
8067	4078633	31975
8068	4078649	18258
8069	4078651	27197
8070	4078652	28876
8071	4078662	46525
8072	4078680	392060
8073	4078688	65017
8074	4078727	3700437
8075	4078732	634613
8076	4078734	35333
8077	4078757	32703
8078	4078760	38799
8079	4078762	716950
8080	4078785	3314453
8081	4078787	728777
8082	4078810	48258
8083	4078827	37660
8084	4078829	45392
8085	4078858	71509
8086	4079620	62609
8087	4079661	30314
8088	4079713	19589
8089	4079716	4080350
8090	4079724	61532
8091	4080042	16628
8092	4080166	65249
8093	4080350	4079716
8094	4080452	34101
8095	4089075	26096
8096	4098285	35064
8097	4099775	2093798
8098	4101550	37795
8099	4111626	50331
8100	4120535	57205
8101	4126039	49163
8102	4126172	35826
8103	4150559	22414
8104	4174139	24784
8105	4179830	25496
8106	4189311	25561
8107	4348708	43254
8108	4445977	53586
8109	4526658	69293
8110	4534523	31528
8111	4534985	33118
8112	4538427	5064950
8113	4544702	53414
8114	4545797	1635103
8115	4546420	32464
8116	4546974	37705
8117	4579413	44600
8118	4580946	23660
8119	4581117	1561163
8120	4609919	154485
8121	4609961	71001
8122	4614836	62696
8123	4614837	61712
8124	4614893	46299
8125	4614903	39979
8126	4614963	16906
8127	4614974	14736
8128	4614987	25761
8129	4623619	56404
8130	4664167	64648
8131	4664349	66972
8132	4666138	56013
8133	4666776	143060
8134	4667537	166684
8135	4668282	70332
8136	4668283	55695
8137	4682085	17304
8138	4682786	44180
8139	4683573	26824
8140	4683839	40533
8141	4683978	48552
8142	4683991	48509
8143	4684077	55147
8144	4684759	36315
8145	5057221	18855
8146	5060393	57574
8147	5060468	96472
8148	5060565	63704
8149	5061108	13578
8150	5061109	2688392
8151	5061117	65381
8152	5061160	16644
8153	5061177	40318
8154	5061291	86269
8155	5061296	140532
8156	5064321	28919
8157	5064336	17223
8158	5064622	93845
8159	5064894	25498
8160	5064928	24457
8161	5064945	45552
8162	5064950	4538427
8163	5064961	1179793
8164	5065012	1525158
8165	5065064	5281
8166	5065933	3080646
8167	5065935	31129
8168	5065936	31129
8169	5065943	65295
8170	5065948	68473
8171	5065970	30399
8172	9002283	28316
8173	9002284	28424
8174	9002290	29089
8175	9002292	29644
8176	9002300	30868
8177	9002302	31456
8178	9002308	32351
8179	9002333	40001
8180	9002346	44157
8181	9002364	538849
8182	9002365	158715
8183	9002403	51809
8184	9002414	53586
8185	9002595	62423
8186	9002677	69691
8187	9002799	3759788
8188	9002811	24528
8189	9002824	2802320
8190	9002827	43326
8191	9002850	70533
