	galaxia1	galaxiaC1
3187	38031	38815
3188	38037	38139
3189	38049	888878
3190	38068	38356
3191	38081	38013
3192	38114	38303
3193	38125	38268
3194	38128	1553888
3195	38132	38405
3196	38139	38037
3197	38150	39158
3198	38167	42002
3199	38168	36849
3200	38173	37999
3201	38212	4011416
3202	38222	38367
3203	38238	39160
3204	38250	38432
3205	38268	38125
3206	38283	38370
3207	38289	2666155
3208	38301	37950
3209	38302	37760
3210	38303	38114
3211	38330	38222
3212	38331	39379
3213	38334	38417
3214	38343	38504
3215	38345	38417
3216	38346	37853
3217	38347	36651
3218	38356	38503
3219	38358	37178
3220	38361	36686
3221	38367	38222
3222	38370	38283
3223	38384	37461
3224	38391	570005
3225	38392	37306
3226	38405	38132
3227	38411	38464
3228	38417	157406
3229	38423	38461
3230	38431	601357
3231	38432	39068
3232	38440	38503
3233	38452	38480
3234	38461	38423
3235	38464	38411
3236	38472	38851
3237	38480	38452
3238	38492	38531
3239	38503	38356
3240	38504	38343
3241	38508	4011416
3242	38511	720820
3243	38524	38508
3244	38527	39206
3245	38531	38492
3246	38536	38865
3247	38550	36386
3248	38553	39414
3249	38555	38504
3250	38578	39763
3251	38580	37625
3252	38582	38503
3253	38588	4078760
3254	38608	37612
3255	38618	39437
3256	38622	86636
3257	38635	39015
3258	38637	39728
3259	38643	38356
3260	38645	37617
3261	38652	38411
3262	38654	36990
3263	38667	37803
3264	38669	38840
3265	38680	38669
3266	38688	39600
3267	38693	38739
3268	38711	4078762
3269	38712	39253
3270	38739	38693
3271	38741	39859
3272	38742	38897
3273	38748	38622
3274	38749	39002
3275	38777	39172
3276	38784	38168
3277	38788	2647063
3278	38792	38916
3279	38793	38950
3280	38795	37542
3281	38799	4078760
3282	38802	38859
3283	38805	40048
3284	38815	38031
3285	38837	39857
3286	38840	38669
3287	38841	3784087
3288	38849	38461
3289	38851	38405
3290	38859	38802
3291	38865	38536
3292	38885	39025
3293	38890	38885
3294	38897	38742
3295	38916	39124
3296	38923	37373
3297	38927	38480
3298	38943	40105
3299	38950	38793
3300	38952	37681
3301	38964	1307035
3302	38985	38550
3303	38988	38503
3304	39002	39152
3305	39003	39130
3306	39015	40055
3307	39025	38885
3308	39028	39362
3309	39034	39052
3310	39037	42783
3311	39040	39025
3312	39052	39034
3313	39067	39420
3314	39068	38432
3315	39112	39206
3316	39114	39188
3317	39123	39366
3318	39124	38916
3319	39125	39139
3320	39130	39315
3321	39139	39125
3322	39143	35675
3323	39152	39025
3324	39158	38150
3325	39160	40306
3326	39172	39763
3327	39173	39224
3328	39179	40095
3329	39180	39192
3330	39183	39308
3331	39184	39359
3332	39188	39114
3333	39192	39180
3334	39201	39249
3335	39206	39112
3336	39212	39125
3337	39220	38301
3338	39224	39173
3339	39225	40973
3340	39237	40228
3341	39241	37697
3342	39246	39247
3343	39247	39246
3344	39249	39201
3345	39251	1307035
3346	39253	38712
3347	39264	39067
3348	39266	40349
3349	39285	38795
3350	39288	39813
3351	39308	39183
3352	39315	39130
3353	39328	39389
3354	39332	40284
3355	39359	39184
3356	39362	39028
3357	39366	39123
3358	39372	39979
3359	39379	38331
3360	39384	39943
3361	39388	39515
3362	39389	39328
3363	39390	39124
3364	39393	39183
3365	39398	39413
3366	39411	970571
3367	39412	39533
3368	39413	39398
3369	39414	38553
3370	39420	39206
3371	39422	43495
3372	39423	39422
3373	39437	39724
3374	39460	4002239
3375	39467	39710
3376	39481	39488
3377	39483	39067
3378	39488	39481
3379	39492	40692
3380	39509	1294753
3381	39515	39460
3382	39533	39556
3383	39539	39708
3384	39556	39533
3385	39568	39359
3386	39578	39676
3387	39583	39556
3388	39592	4002239
3389	39600	38688
3390	39606	39655
3391	39613	39765
3392	39624	39481
3393	39634	39659
3394	39647	39708
3395	39655	39606
3396	39656	39662
3397	39657	39760
3398	39659	39634
3399	39660	39719
3400	39662	39656
3401	39663	39946
3402	39672	39592
3403	39676	39224
3404	39687	39488
3405	39688	40446
3406	39697	39832
3407	39699	39655
3408	39708	39647
3409	39710	39467
3410	39712	39672
3411	39718	39738
3412	39719	39660
3413	39724	39437
3414	39728	38637
3415	39738	39760
3416	39747	39192
3417	39748	38346
3418	39754	40066
3419	39759	39860
3420	39760	39738
3421	39763	39981
3422	39764	39800
3423	39765	39328
3424	39772	39509
3425	39787	3081995
3426	39791	40378
3427	39794	39515
3428	39800	40011
3429	39801	3394423
3430	39813	39288
3431	39832	40329
3432	39857	38837
3433	39859	39934
3434	39860	39759
3435	39861	39772
3436	39877	40887
3437	39886	39922
3438	39893	40032
3439	39907	40614
3440	39922	39951
3441	39925	40442
3442	39934	39859
3443	39940	39943
3444	39943	39940
3445	39946	39663
3446	39950	39974
3447	39951	39922
3448	39962	39760
3449	39965	39754
3450	39968	40365
3451	39972	39860
3452	39974	39950
3453	39979	40649
3454	39981	39763
3455	39998	40227
3456	40001	9002333
3457	40011	39800
3458	40015	40157
3459	40021	40050
3460	40023	40944
3461	40030	39710
3462	40032	40636
3463	40033	40119
3464	40048	38805
3465	40050	40021
3466	40051	40251
3467	40055	39015
3468	40066	39950
3469	40074	40616
3470	40085	39172
3471	40086	40097
3472	40095	41061
3473	40097	39724
3474	40105	40264
3475	40110	2807093
3476	40114	39634
3477	40119	40033
3478	40122	40033
3479	40133	213973
3480	40153	40622
3481	40157	40015
3482	40171	40643
3483	40177	40695
3484	40179	40021
3485	40201	40313
3486	40208	43170
3487	40209	40484
3488	40227	40486
3489	40228	39237
3490	40231	41365
3491	40233	39981
3492	40240	40494
3493	40245	40547
3494	40249	40425
3495	40251	40280
3496	40252	40439
3497	40264	40105
3498	40265	39220
3499	40273	39813
3500	40280	40251
3501	40284	39332
3502	40288	40470
3503	40295	40249
3504	40306	40562
3505	40310	40461
3506	40313	40201
3507	40315	40759
3508	40317	40421
3509	40318	5061177
3510	40329	40564
3511	40330	40097
3512	40342	41339
3513	40349	39266
3514	40365	40914
3515	40375	40119
3516	40378	39791
3517	40386	570005
3518	40394	39249
3519	40396	38739
3520	40421	40317
3521	40425	40249
3522	40430	40870
3523	40439	40252
3524	40442	40764
3525	40446	39688
3526	40455	40562
3527	40461	40310
3528	40470	40498
3529	40475	37466
3530	40477	41302
3531	40484	40209
3532	40486	40870
3533	40490	40715
3534	40494	40240
3535	40496	41043
3536	40498	40470
3537	40500	4011416
3538	40506	40643
3539	40507	40315
3540	40515	40425
3541	40516	41463
3542	40525	39068
3543	40530	41517
3544	40533	43170
3545	40537	41069
3546	40544	40549
3547	40547	40551
3548	40549	40544
3549	40551	40547
3550	40556	40816
3551	40562	40455
3552	40564	40329
3553	40566	39801
3554	40581	41377
3555	40597	40950
3556	40607	42230
3557	40614	39907
3558	40616	40074
3559	40621	39384
3560	40622	40153
3561	40636	40744
3562	40643	40828
3563	40644	41054
3564	40649	39979
3565	40653	40562
3566	40692	40330
3567	40695	40745
3568	40705	40927
3569	40715	41317
3570	40724	39859
3571	40727	41137
3572	40739	41155
3573	40743	40931
3574	40744	40636
3575	40745	40695
3576	40746	2816824
3577	40756	41164
3578	40759	40739
3579	40762	40790
3580	40764	40442
3581	40772	41504
3582	40775	41816
3583	40785	40828
3584	40790	40762
3585	40809	40987
3586	40816	40898
3587	40819	41241
3588	40824	41131
3589	40828	40643
3590	40836	39266
3591	40845	40911
3592	40850	40597
3593	40851	40933
3594	40852	40705
3595	40855	40894
3596	40860	40894
3597	40870	40486
3598	40886	40122
3599	40887	39877
3600	40893	41171
3601	40894	40860
3602	40898	40816
3603	40903	40852
3604	40911	40845
3605	40914	40365
3606	40927	40705
3607	40931	40743
3608	40933	40851
3609	40939	40894
3610	40944	40023
3611	40950	40597
3612	40964	40985
3613	40973	43495
3614	40985	40964
3615	40987	40809
3616	40988	42762
3617	40993	39583
3618	41007	40898
3619	41009	41393
3620	41010	41629
3621	41013	40515
3622	41015	40446
3623	41018	40744
3624	41022	610368
3625	41024	40295
3626	41043	40496
3627	41050	40886
3628	41054	40644
3629	41060	41670
3630	41061	40095
3631	41069	40537
3632	41083	41084
3633	41084	41083
3634	41095	40653
3635	41101	42241
3636	41104	41171
3637	41111	40898
3638	41123	41131
3639	41131	41123
3640	41137	41363
3641	41148	41264
3642	41150	41793
3643	41155	40739
3644	41160	41387
3645	41164	40809
3646	41169	40931
3647	41170	41772
3648	41171	41104
3649	41189	42160
3650	41216	41170
3651	41220	41356
3652	41222	2664790
3653	41228	41546
3654	41241	40819
3655	41255	41606
3656	41260	41171
3657	41264	41148
3658	41272	41681
3659	41297	41361
3660	41302	41377
3661	41317	40715
3662	41327	41297
3663	41333	41069
3664	41339	41593
3665	41356	41220
3666	41361	41297
3667	41363	41137
3668	41365	41504
3669	41376	41054
3670	41377	41723
3671	41383	41220
3672	41387	41589
3673	41392	42388
3674	41393	2816824
3675	41399	43594
3676	41428	41241
3677	41435	41614
3678	41436	39068
3679	41441	40086
3680	41457	41781
3681	41463	40516
3682	41471	41816
3683	41472	41763
3684	41489	41621
3685	41503	46216
3686	41504	40772
3687	41517	40530
3688	41527	41222
3689	41537	41613
3690	41538	41573
3691	41546	41054
3692	41552	40950
3693	41555	42559
3694	41573	41538
3695	41578	41618
3696	41589	41387
3697	41593	41339
3698	41599	41958
3699	41601	41489
3700	41603	41738
3701	41606	41255
3702	41608	41241
3703	41613	41537
3704	41614	41435
3705	41618	41578
3706	41621	41838
3707	41629	42510
3708	41639	38667
3709	41652	41387
3710	41661	41806
3711	41670	41060
3712	41681	41723
3713	41702	41733
3714	41706	41719
3715	41711	42123
3716	41712	42108
3717	41719	41264
3718	41723	41681
3719	41725	42559
3720	41726	41847
3721	41729	40987
3722	41733	41702
3723	41737	41084
3724	41738	41803
3725	41743	43345
3726	41746	41845
3727	41754	42223
3728	41755	41955
3729	41763	41746
3730	41769	42469
3731	41772	41170
3732	41781	41457
3733	41782	41361
3734	41786	170200
3735	41789	42689
3736	41793	3082035
3737	41803	41538
3738	41806	41936
3739	41811	41712
3740	41812	41383
3741	41816	41823
3742	41823	41816
3743	41838	41621
3744	41839	41652
3745	41845	41746
3746	41847	41726
3747	41856	585847
3748	41876	41589
3749	41914	42139
3750	41923	42174
3751	41927	40855
3752	41934	41435
3753	41936	41806
3754	41939	43149
3755	41943	42089
3756	41947	44672
3757	41955	41755
3758	41958	41599
3759	41959	41963
3760	41960	41537
3761	41963	41959
3762	41968	42168
3763	41991	42595
3764	42002	42620
3765	42008	42074
3766	42018	597779
3767	42020	39857
3768	42022	3082053
3769	42038	42987
3770	42046	41803
3771	42051	42168
3772	42064	42069
3773	42069	42064
3774	42074	42008
3775	42086	42662
3776	42089	41943
3777	42096	41923
3778	42100	41546
3779	42108	41712
3780	42118	42358
3781	42123	41711
3782	42139	41914
3783	42140	42369
3784	42149	41681
3785	42151	42224
3786	42160	41189
3787	42166	40944
3788	42167	42246
3789	42168	42051
3790	42174	42319
3791	42181	42414
3792	42182	567143
3793	42195	1139671
3794	42199	42453
3795	42223	41754
3796	42224	42151
3797	42230	40886
3798	42236	42245
3799	42241	42688
3800	42245	42236
3801	42246	42167
3802	42253	42797
3803	42259	43240
3804	42271	42151
3805	42296	42480
3806	42298	42476
3807	42307	42389
3808	42319	42174
3809	42322	42508
3810	42334	3082035
3811	42336	44066
3812	42358	42835
3813	42369	42140
3814	42375	42489
3815	42388	90170
3816	42389	42307
3817	42392	42460
3818	42396	41365
3819	42399	42476
3820	42401	42545
3821	42407	41743
3822	42408	39423
3823	42409	41737
3824	42411	42505
3825	42414	42441
3826	42427	42574
3827	42431	46126
3828	42441	42486
3829	42442	41652
3830	42443	42991
3831	42447	41618
3832	42453	42199
3833	42460	3793508
3834	42469	42849
3835	42476	42489
3836	42480	42580
3837	42486	42441
3838	42489	42476
3839	42492	42441
3840	42504	42519
3841	42505	42764
3842	42508	42322
3843	42510	42369
3844	42516	42547
3845	42517	40048
3846	42519	42504
3847	42520	45807
3848	42521	42638
3849	42531	42460
3850	42542	42453
3851	42544	41061
3852	42545	42401
3853	42547	42516
3854	42549	42489
3855	42550	42628
3856	42559	42999
3857	42574	42427
3858	42575	45849
3859	42580	42480
3860	42595	41991
3861	42619	43001
3862	42620	44536
3863	42622	44017
3864	42628	42550
3865	42637	42002
3866	42638	42816
3867	42640	43367
3868	42643	42089
3869	42645	55293
3870	42647	42717
3871	42662	42086
3872	42663	45088
3873	42679	42628
3874	42680	42681
3875	42681	42680
3876	42687	42701
3877	42688	42241
3878	42689	42542
3879	42699	42707
3880	42701	42687
3881	42707	42699
3882	42715	3794599
3883	42716	42733
3884	42717	42647
3885	42720	42733
3886	42728	42831
3887	42733	42720
3888	42734	42453
3889	42741	43001
3890	42747	42847
3891	42753	42516
3892	42754	42917
3893	42755	42891
3894	42761	42806
3895	42762	40988
3896	42764	42505
3897	42769	42917
3898	42783	90170
3899	42791	42847
3900	42793	42813
3901	42797	42253
3902	42806	4076223
3903	42813	42793
3904	42816	42638
3905	42818	41991
3906	42829	42761
3907	42831	42728
3908	42833	44432
3909	42835	42966
3910	42846	42628
3911	42847	42791
3912	42849	42469
3913	42852	42701
3914	42857	42707
3915	42868	43020
3916	42878	42547
3917	42879	3790501
3918	42880	43584
3919	42882	157983
3920	42891	42951
3921	42898	43600
3922	42905	43206
3923	42911	42912
3924	42912	42911
3925	42913	42707
3926	42917	42754
3927	42922	3796161
3928	42929	42946
3929	42946	42929
3930	42950	43552
3931	42951	42891
3932	42964	43050
3933	42966	42983
3934	42970	42688
3935	42975	42734
3936	42983	42966
3937	42987	42038
3938	42991	42443
3939	42995	3800752
3940	42999	42797
3941	43001	42741
3942	43010	40349
3943	43020	42868
3944	43022	42334
3945	43029	1004715
3946	43049	43243
3947	43050	42964
3948	43052	38680
3949	43055	42504
3950	43058	42966
3951	43073	43249
3952	43075	43087
3953	43082	157983
3954	43087	42911
3955	43105	43210
3956	43106	42717
3957	43118	948843
3958	43120	141508
3959	43127	2798816
3960	43130	578530
3961	43141	38555
3962	43146	43241
3963	43147	43236
3964	43149	43478
3965	43151	1004715
3966	43155	43207
3967	43166	43337
3968	43170	44695
3969	43172	578530
3970	43175	43201
3971	43176	90170
3972	43178	43283
3973	43182	43323
3974	43186	43303
3975	43193	43207
3976	43199	43206
3977	43201	43251
3978	43202	43600
3979	43206	43199
3980	43207	43155
3981	43208	43268
3982	43210	43105
3983	43214	43268
3984	43218	43201
3985	43224	44930
3986	43231	42182
3987	43236	43147
3988	43238	43283
3989	43240	42259
3990	43241	43146
3991	43243	43049
3992	43244	43456
3993	43249	575633
3994	43251	43201
3995	43254	4348708
3996	43262	43553
3997	43268	43208
3998	43269	2798816
3999	43271	4076226
4000	43276	43507
4001	43280	43379
4002	43282	528027
4003	43283	43178
4004	43284	43301
4005	43287	560327
4006	43296	43301
4007	43301	43296
4008	43303	43375
4009	43306	43218
4010	43321	43050
4011	43323	43374
4012	43324	3094380
4013	43326	9002827
4014	43328	43105
4015	43330	43345
4016	43331	42970
4017	43332	2798854
4018	43337	43480
4019	43338	44450
4020	43340	578120
4021	43345	43972
4022	43354	43423
4023	43355	576005
4024	43362	43249
4025	43367	577429
4026	43371	578120
4027	43374	43384
4028	43375	43303
4029	43379	43412
4030	43383	43402
4031	43384	43374
4032	43397	43784
4033	43402	43296
4034	43409	43710
4035	43411	43384
4036	43412	43379
4037	43413	42734
4038	43418	3082086
4039	43422	589361
4040	43423	43354
4041	43426	43975
4042	43433	43412
4043	43434	43354
4044	43435	43479
4045	43444	43553
4046	43447	43596
4047	43451	43586
4048	43456	141730
4049	43458	43679
4050	43461	43552
4051	43466	43355
4052	43470	43784
4053	43478	43786
4054	43479	43435
4055	43480	43578
4056	43484	43355
4057	43495	40973
4058	43500	43423
4059	43502	43550
4060	43506	43435
4061	43507	43178
4062	43515	43791
4063	43516	42643
4064	43526	43826
4065	43527	36542
4066	43534	43626
4067	43550	43502
4068	43552	43461
4069	43553	43262
4070	43557	3082086
4071	43558	43770
4072	43561	43615
4073	43572	43652
4074	43573	3082086
4075	43578	43480
4076	43584	43717
4077	43586	43451
4078	43589	43573
4079	43591	43661
4080	43592	43703
4081	43593	43790
4082	43594	44958
4083	43596	43561
4084	43597	43604
4085	43600	42898
4086	43601	44753
4087	43604	43597
4088	43608	43650
4089	43611	575068
4090	43615	43561
4091	43623	43411
4092	43626	43661
4093	43642	728023
4094	43649	43650
4095	43650	43608
4096	43651	43653
4097	43652	43572
4098	43653	43651
4099	43656	43241
4100	43661	43591
4101	43670	43596
4102	43671	44066
4103	43677	43447
4104	43679	995496
4105	43690	43151
4106	43691	43925
4107	43703	43796
4108	43705	43721
4109	43707	42396
4110	43710	43409
4111	43715	42407
4112	43717	43584
4113	43719	43721
4114	43721	43705
4115	43722	575068
4116	43723	43787
4117	43731	43821
4118	43733	43241
4119	43742	170200
4120	43744	44237
4121	43770	43558
4122	43784	43470
4123	43785	43796
4124	43786	43478
4125	43787	43722
4126	43790	141515
4127	43791	43515
4128	43796	43703
4129	43798	43331
4130	43807	43821
4131	43812	43807
4132	43821	43807
4133	43826	43526
4134	43831	43770
4135	43837	42831
4136	43842	43954
4137	43845	44764
4138	43854	43939
4139	43872	141515
4140	43893	572428
4141	43896	43951
4142	43902	44160
4143	43916	43954
4144	43925	698967
4145	43931	40228
4146	43939	43854
4147	43944	43733
4148	43950	93119
4149	43951	43983
4150	43954	43916
4151	43966	44021
4152	43972	43345
4153	43975	43426
4154	43983	43951
4155	43994	43611
4156	43996	43983
4157	43998	44033
4158	44008	43998
4159	44014	42542
4160	44017	42622
4161	44021	44471
4162	44025	42259
4163	44026	44040
4164	44033	43998
4165	44040	44180
4166	44050	88666
4167	44061	44008
4168	44065	44237
4169	44066	43671
4170	44086	44392
4171	44087	43330
4172	44092	42469
4173	44097	44313
4174	44116	44436
4175	44125	45137
4176	44129	44204
4177	44143	44204
4178	44145	44702
4179	44157	9002346
4180	44160	43826
4181	44161	44204
4182	44166	45052
4183	44180	44040
4184	44182	39422
4185	44191	43972
4186	44201	43893
4187	44204	44161
4188	44211	44061
4189	44219	95610
4190	44237	44065
4191	44240	44474
4192	44254	42847
4193	44267	42950
4194	44271	43243
4195	44278	45643
4196	44310	1074684
4197	44313	44097
4198	44340	44589
4199	44355	44614
4200	44358	45574
4201	44361	43584
4202	44370	46387
4203	44392	44086
4204	44409	496903
4205	44432	4579413
4206	44433	44719
4207	44436	45269
4208	44450	44474
4209	44471	44021
4210	44474	44240
4211	44489	44944
4212	44517	4348708
4213	44536	42620
4214	44571	44724
4215	44582	44952
4216	44589	44340
4217	44600	4579413
4218	44605	44842
4219	44607	564876
4220	44614	733044
4221	44663	88666
4222	44670	45633
4223	44672	43975
4224	44695	44949
4225	44701	44582
4226	44702	44770
4227	44719	44433
4228	44724	44605
4229	44735	43321
4230	44744	45241
4231	44753	44600
4232	44755	705526
4233	44758	44936
4234	44762	44271
4235	44764	43845
4236	44770	44702
4237	44781	2816854
4238	44782	2664790
4239	44793	44891
4240	44796	44847
4241	44797	43798
4242	44825	44949
4243	44827	44724
4244	44829	44841
4245	44841	44847
4246	44842	44605
4247	44846	44392
4248	44847	44796
4249	44860	45241
4250	44876	45165
4251	44891	44793
4252	44906	44891
4253	44911	721308
4254	44930	45173
4255	44936	44758
4256	44940	44956
4257	44944	158469
4258	44949	45132
4259	44952	44582
4260	44954	44983
4261	44956	44967
4262	44958	43594
4263	44967	44956
4264	44974	721308
4265	44980	44017
4266	44983	44954
4267	44992	45380
4268	44993	515659
4269	45001	42388
4270	45011	45155
4271	45016	963477
4272	45050	44944
4273	45052	45177
4274	45057	45079
4275	45062	45086
4276	45071	44450
4277	45073	183516
4278	45079	45057
4279	45086	45062
4280	45088	46010
4281	45098	703343
4282	45099	563367
4283	45101	44847
4284	45132	44949
4285	45136	45209
4286	45137	45750
4287	45142	45146
4288	45143	45146
4289	45146	45142
4290	45149	3082128
4291	45153	45293
4292	45155	45011
4293	45165	44876
4294	45170	45146
4295	45173	45340
4296	45174	45215
4297	45177	45052
4298	45179	720702
4299	45195	44191
4300	45198	45597
4301	45200	3082128
4302	45209	45136
4303	45215	45174
4304	45217	45149
4305	45224	45313
4306	45241	44744
4307	45242	3802227
4308	45246	45177
4309	45257	45073
4310	45269	44436
4311	45272	45355
4312	45278	45561
4313	45279	46957
4314	45283	45374
4315	45293	45153
4316	45294	45847
4317	45295	45624
4318	45308	45405
4319	45311	46746
4320	45313	45224
4321	45330	45999
4322	45340	45351
4323	45345	717280
4324	45351	45340
4325	45355	45272
4326	45359	44701
4327	45365	948843
4328	45369	45429
4329	45374	45283
4330	45380	45562
4331	45391	634547
4332	45392	45404
4333	45393	44827
4334	45404	169673
4335	45405	45437
4336	45408	45429
4337	45426	45408
4338	45429	45408
4339	45437	45405
4340	45441	45563
4341	45465	44762
4342	45466	183552
4343	45475	45514
4344	45487	46246
4345	45514	797164
4346	45534	49237
4347	45552	5064945
4348	45561	45594
4349	45562	45380
4350	45563	45729
4351	45573	40533
4352	45574	44358
4353	45583	46882
4354	45585	44958
4355	45594	45561
4356	45596	46071
4357	45597	45155
4358	45606	45608
4359	45608	45606
4360	45611	4075681
4361	45624	45295
4362	45633	44670
4363	45643	45824
4364	45650	896031
4365	45652	45224
4366	45657	797164
4367	45666	4075681
4368	45667	3803344
4369	45671	45680
4370	45679	45701
4371	45680	45671
4372	45683	44993
4373	45696	48100
4374	45701	45764
4375	45711	45667
4376	45716	543324
4377	45721	169683
4378	45724	45393
4379	45729	45563
4380	45738	797164
4381	45741	45750
4382	45749	45948
4383	45750	45741
4384	45754	46029
4385	45764	45701
4386	45772	45860
4387	45779	45844
4388	45787	45927
4389	45795	45884
4390	45806	45860
4391	45807	42520
4392	45809	45806
4393	45814	46539
4394	45824	83827
4395	45836	86688
4396	45844	45779
4397	45847	45294
4398	45848	45948
4399	45849	42575
4400	45855	45979
4401	45860	45806
4402	45862	44310
4403	45864	1410265
4404	45868	46006
4405	45877	46408
4406	45879	46742
4407	45883	1410265
4408	45884	45795
4409	45898	563367
4410	45900	45991
4411	45901	46110
4412	45908	45809
4413	45911	45908
4414	45912	46078
4415	45918	45960
4416	45919	45942
4417	45922	46100
4418	45924	46006
4419	45926	46103
4420	45927	45787
4421	45942	45919
4422	45948	45848
4423	45952	183516
4424	45955	894102
4425	45958	83808
4426	45960	45918
4427	45968	46799
4428	45977	45562
4429	45979	45855
4430	45991	83809
4431	45999	45330
4432	46006	45924
4433	46010	45088
4434	46016	46019
4435	46019	46016
4436	46023	552752
4437	46029	46030
4438	46030	46029
4439	46049	46270
4440	46056	46100
4441	46068	46141
4442	46071	45596
4443	46078	46150
4444	46081	46141
4445	46085	46310
4446	46097	872718
4447	46098	46304
4448	46100	46157
4449	46103	45926
4450	46108	43966
4451	46110	45901
4452	46115	45877
4453	46126	46889
4454	46134	45844
4455	46141	46068
4456	46150	46078
4457	46153	47404
4458	46157	46100
4459	46166	83927
4460	46191	46030
4461	46199	170227
4462	46216	46502
4463	46223	46030
4464	46233	46479
4465	46238	45908
4466	46243	46270
4467	46246	3806285
4468	46247	45359
4469	46252	46360
4470	46256	46150
4471	46261	183516
4472	46263	43951
4473	46270	83933
4474	46277	83905
4475	46299	46317
4476	46301	46110
4477	46304	46098
4478	46310	46085
4479	46317	46299
4480	46320	45391
4481	46330	763675
4482	46350	83927
4483	46351	3094759
4484	46357	3094759
4485	46360	46252
4486	46363	46763
4487	46366	46523
4488	46382	45177
4489	46383	46097
4490	46386	45749
4491	46387	45836
4492	46400	49923
4493	46408	45877
4494	46409	46673
4495	46410	46490
4496	46414	46418
4497	46417	46418
4498	46418	46417
4499	46436	46441
4500	46441	46436
4501	46442	547957
4502	46448	46523
4503	46453	3806085
4504	46456	3806085
4505	46473	46602
4506	46474	46602
4507	46477	45534
4508	46479	46490
4509	46489	46491
4510	46490	46410
4511	46491	46525
4512	46494	83933
4513	46497	46453
4514	46502	48093
4515	46512	47549
4516	46520	46414
4517	46521	46896
4518	46523	46448
4519	46525	46491
4520	46531	3806285
4521	46533	46277
4522	46535	46247
4523	46539	45814
4524	46541	158715
4525	46552	46934
4526	46566	46771
4527	46574	827500
4528	46579	46541
4529	46583	46418
4530	46589	46630
4531	46597	87370
4532	46602	46473
4533	46618	46626
4534	46620	46589
4535	46622	87370
4536	46626	3442027
4537	46630	46589
4538	46636	46671
4539	46646	2211475
4540	46650	47903
4541	46661	46479
4542	46664	170239
4543	46669	46768
4544	46671	46636
4545	46673	46191
4546	46674	46957
4547	46682	47635
4548	46688	46694
4549	46694	46688
4550	46742	46846
4551	46744	46753
4552	46746	45311
4553	46753	86687
4554	46763	3807335
4555	46768	46669
4556	46771	46566
4557	46799	45968
4558	46826	105180
4559	46828	3807350
4560	46830	3806285
4561	46846	46742
4562	46848	88832
4563	46878	46939
4564	46882	47347
4565	46889	48171
4566	46896	47151
4567	46934	46552
4568	46938	4078662
4569	46939	46878
4570	46952	49273
4571	46957	46674
4572	47002	47582
4573	47003	47092
4574	47027	44066
4575	47085	47290
4576	47092	47003
4577	47102	720745
4578	47107	47283
4579	47119	47252
4580	47143	2800399
4581	47151	46896
4582	47231	47257
4583	47252	47119
4584	47257	47231
4585	47270	2286797
4586	47274	47295
4587	47283	47107
4588	47289	47394
4589	47290	47085
4590	47295	47274
4591	47301	47559
4592	47306	48593
4593	47309	48599
4594	47321	45901
4595	47347	47603
4596	47349	47641
4597	47394	47289
4598	47404	46153
4599	47413	45849
4600	47425	49489
4601	47429	46216
4602	47441	2286797
4603	47452	46199
4604	47493	46938
4605	47512	49350
4606	47547	45898
4607	47549	2800884
4608	47559	47874
4609	47568	159164
4610	47577	43707
4611	47582	47002
4612	47598	47603
4613	47603	47598
4614	47635	46682
4615	47636	47660
4616	47641	47349
4617	47660	48100
4618	47726	47635
4619	47728	90183
4620	47753	48175
4621	47762	46957
4622	47770	48087
4623	47844	48279
4624	47854	2633244
4625	47874	47559
4626	47903	46650
4627	47904	48064
4628	47927	48100
4629	47948	795544
4630	47951	48816
4631	47969	47549
4632	47971	48690
4633	47985	2816074
4634	47988	46846
4635	48012	48291
4636	48034	48064
4637	48064	48034
4638	48066	48091
4639	48082	46674
4640	48085	994586
4641	48087	47770
4642	48091	48066
4643	48093	48599
4644	48098	48129
4645	48100	47927
4646	48106	166021
4647	48107	49884
4648	48122	1283560
4649	48129	48098
4650	48130	47027
4651	48156	47635
4652	48171	48571
4653	48175	47753
4654	48179	46382
4655	48206	49347
4656	48227	3809339
4657	48258	4078810
4658	48259	49634
4659	48260	2236491
4660	48268	47283
4661	48279	47844
4662	48291	48012
4663	48307	48087
4664	48319	48390
4665	48379	2193635
4666	48390	48319
4667	48392	45594
4668	48425	42520
4669	48509	90183
4670	48521	46671
4671	48534	49030
4672	48552	4683978
4673	48571	48171
4674	48593	47306
4675	48599	48093
4676	48621	47951
4677	48690	47971
4678	48712	48972
4679	48739	48129
4680	48749	2151801
4681	48761	49874
4682	48767	49112
4683	48785	49426
4684	48811	48815
4685	48815	3483348
4686	48816	47951
4687	48819	53875
4688	48860	48534
4689	48897	49011
4690	48917	48621
4691	48953	47603
4692	48959	49602
4693	48972	48712
4694	48989	48815
4695	49002	4012164
4696	49011	49070
4697	49016	49192
4698	49024	49157
4699	49030	49451
4700	49034	49076
4701	49044	49871
4702	49069	49852
4703	49070	49011
4704	49071	49034
4705	49076	49034
4706	49106	49150
4707	49112	48767
4708	49119	49076
4709	49121	141856
4710	49138	49184
4711	49142	49191
4712	49146	49157
4713	49150	49164
4714	49157	49146
4715	49163	4126039
4716	49164	49150
4717	49171	49732
4718	49184	49299
4719	49187	47151
4720	49191	49142
4721	49192	49016
4722	49198	49242
4723	49205	48390
4724	49236	1037109
4725	49237	49337
4726	49242	49198
4727	49250	49299
4728	49262	49164
4729	49273	49548
